HGNC symbol;MODE;median (nearest phylostratum)
RNU6-644P;#N/A;16
RNU6-645P;#N/A;18
RNU6-646P;#N/A;17
RNU6-647P;#N/A;15.2
RNU6-648P;#N/A;15.2
RNU6-649P;#N/A;15.1
RNU6-64P;#N/A;14
RNU6-650P;#N/A;17
RNU6-651P;#N/A;16
RNU6-652P;#N/A;16
RNU6-653P;#N/A;17
RNU6-654P;#N/A;16
RNU6-655P;#N/A;17
RNU6-656P;#N/A;16
RNU6-657P;#N/A;16
RNU6-658P;#N/A;16
RNU6-659P;#N/A;16
RNU6-65P;#N/A;14
RNU6-660P;#N/A;16
RNU6-661P;#N/A;16
RNU6-662P;#N/A;17
RNU6-663P;#N/A;16
RNU6-664P;#N/A;12
RNU6-665P;#N/A;15.2
RNU6-666P;#N/A;15.1
RNU6-667P;#N/A;16
RNU6-668P;#N/A;15.2
RNU6-669P;#N/A;16
RNU6-66P;#N/A;17
RNU6-670P;#N/A;15.1
RNU6-672P;#N/A;17
RNU6-673P;#N/A;16
RNU6-674P;#N/A;15.1
RNU6-675P;#N/A;16
RNU6-677P;#N/A;13
RNU6-678P;#N/A;16
RNU6-679P;#N/A;14
RNU6-67P;#N/A;15.1
RNU6-680P;#N/A;17
RNU6-681P;#N/A;16
RNU6-682P;#N/A;15.1
RNU6-684P;#N/A;14
RNU6-685P;#N/A;15.1
RNU6-686P;#N/A;15.1
RNU6-687P;#N/A;16
RNU6-689P;#N/A;16
RNU6-68P;#N/A;15.2
RNU6-690P;#N/A;16
RNU6-692P;#N/A;16
RNU6-693P;#N/A;15.2
RNU6-694P;#N/A;15.2
RNU6-695P;#N/A;14
RNU6-696P;#N/A;16
RNU6-697P;#N/A;16
RNU6-698P;#N/A;14
RNU6-699P;#N/A;16
RNU6-6P;#N/A;15.1
RNU6-7;#N/A;12
RNU6-700P;#N/A;17
RNU6-701P;#N/A;15.1
RNU6-702P;#N/A;16
RNU6-703P;#N/A;16
RNU6-704P;#N/A;14
RNU6-705P;#N/A;15.1
RNU6-706P;#N/A;15.1
RNU6-707P;#N/A;12
RNU6-708P;#N/A;15.1
RNU6-709P;#N/A;15.2
RNU6-70P;#N/A;12
RNU6-710P;#N/A;14
RNU6-711P;#N/A;16
RNU6-712P;#N/A;17
RNU6-713P;#N/A;16
RNU6-714P;#N/A;17
RNU6-715P;#N/A;16
RNU6-716P;#N/A;16
RNU6-717P;#N/A;16
RNU6-718P;#N/A;14
RNU6-719P;#N/A;15.1
RNU6-71P;#N/A;18
RNU6-720P;#N/A;16
RNU6-721P;#N/A;15.1
RNU6-722P;#N/A;16
RNU6-723P;#N/A;15.2
RNU6-724P;#N/A;15.1
RNU6-725P;#N/A;16
RNU6-726P;#N/A;17
RNU6-727P;#N/A;15.1
RNU6-728P;#N/A;17
RNU6-729P;#N/A;15.1
RNU6-72P;#N/A;14
RNU6-730P;#N/A;15.1
RNU6-731P;#N/A;14
RNU6-732P;#N/A;17
RNU6-733P;#N/A;17
RNU6-735P;#N/A;16
RNU6-737P;#N/A;15.1
RNU6-738P;#N/A;18
RNU6-739P;#N/A;15.1
RNU6-73P;#N/A;15.1
RNU6-740P;#N/A;15.1
RNU6-741P;#N/A;15.1
RNU6-742P;#N/A;15.2
RNU6-743P;#N/A;16
RNU6-744P;#N/A;14
RNU6-745P;#N/A;15.1
RNU6-746P;#N/A;15.2
RNU6-747P;#N/A;15.1
RNU6-748P;#N/A;16
RNU6-749P;#N/A;15.2
RNU6-74P;#N/A;12
RNU6-750P;#N/A;15.2
RNU6-751P;#N/A;15.2
RNU6-752P;#N/A;17
RNU6-753P;#N/A;17
RNU6-754P;#N/A;15.2
RNU6-755P;#N/A;13
RNU6-756P;#N/A;14
RNU6-757P;#N/A;16
RNU6-758P;#N/A;16
RNU6-759P;#N/A;15.1
RNU6-75P;#N/A;15.1
RNU6-760P;#N/A;14
RNU6-761P;#N/A;15.1
RNU6-762P;#N/A;16
RNU6-763P;#N/A;16
RNU6-764P;#N/A;13
RNU6-765P;#N/A;16
RNU6-766P;#N/A;15.1
RNU6-767P;#N/A;15.1
RNU6-768P;#N/A;15.2
RNU6-769P;#N/A;16
RNU6-76P;#N/A;16
RNU6-770P;#N/A;17
RNU6-771P;#N/A;14
RNU6-772P;#N/A;17
RNU6-774P;#N/A;18
RNU6-775P;#N/A;13
RNU6-776P;#N/A;17
RNU6-777P;#N/A;16
RNU6-778P;#N/A;15.2
RNU6-77P;#N/A;13
RNU6-780P;#N/A;16
RNU6-781P;#N/A;15.1
RNU6-782P;#N/A;14
RNU6-783P;#N/A;15.2
RNU6-784P;#N/A;15.2
RNU6-785P;#N/A;15.1
RNU6-786P;#N/A;12
RNU6-787P;#N/A;16
RNU6-788P;#N/A;15.1
RNU6-789P;#N/A;15.1
RNU6-78P;#N/A;15.1
RNU6-790P;#N/A;14
RNU6-791P;#N/A;15.1
RNU6-792P;#N/A;16
RNU6-793P;#N/A;16
RNU6-794P;#N/A;15.1
RNU6-795P;#N/A;14
RNU6-796P;#N/A;15.1
RNU6-797P;#N/A;16
RNU6-798P;#N/A;17
RNU6-799P;#N/A;17
RNU6-79P;#N/A;15.2
RNU6-8;#N/A;12
RNU6-800P;#N/A;15.2
RNU6-801P;#N/A;17
RNU6-803P;#N/A;15.2
RNU6-804P;#N/A;16
RNU6-805P;#N/A;15.1
RNU6-806P;#N/A;16
RNU6-807P;#N/A;16
RNU6-808P;#N/A;16
RNU6-809P;#N/A;15.2
RNU6-80P;#N/A;15.1
RNU6-810P;#N/A;16
RNU6-811P;#N/A;15.1
RNU6-812P;#N/A;14
RNU6-813P;#N/A;17
RNU6-815P;#N/A;15.2
RNU6-816P;#N/A;15.2
RNU6-817P;#N/A;16
RNU6-818P;#N/A;15.1
RNU6-819P;#N/A;15.2
RNU6-81P;#N/A;16
RNU6-820P;#N/A;15.1
RNU6-821P;#N/A;17
RNU6-822P;#N/A;15.2
RNU6-823P;#N/A;16
RNU6-824P;#N/A;15.1
RNU6-826P;#N/A;14
RNU6-827P;#N/A;15.1
RNU6-828P;#N/A;15.1
RNU6-829P;#N/A;16
RNU6-82P;#N/A;15.1
RNU6-830P;#N/A;16
RNU6-831P;#N/A;15.1
RNU6-832P;#N/A;15.2
RNU6-833P;#N/A;15.2
RNU6-834P;#N/A;15.1
RNU6-835P;#N/A;15.2
RNU6-836P;#N/A;15.2
RNU6-837P;#N/A;17
RNU6-838P;#N/A;16
RNU6-839P;#N/A;13
RNU6-83P;#N/A;14
RNU6-840P;#N/A;15.1
RNU6-841P;#N/A;16
RNU6-842P;#N/A;16
RNU6-843P;#N/A;17
RNU6-844P;#N/A;16
RNU6-845P;#N/A;16
RNU6-847P;#N/A;13
RNU6-848P;#N/A;15.2
RNU6-849P;#N/A;15.1
RNU6-84P;#N/A;17
RNU6-850P;#N/A;17
RNU6-851P;#N/A;16
RNU6-853P;#N/A;15.2
RNU6-854P;#N/A;16
RNU6-855P;#N/A;17
RNU6-856P;#N/A;16
RNU6-857P;#N/A;16
RNU6-858P;#N/A;15.1
RNU6-859P;#N/A;15.1
RNU6-85P;#N/A;15.2
RNU6-860P;#N/A;15.1
RNU6-861P;#N/A;15.1
RNU6-862P;#N/A;15.1
RNU6-863P;#N/A;15.1
RNU6-864P;#N/A;14
RNU6-865P;#N/A;16
RNU6-866P;#N/A;14
RNU6-867P;#N/A;15.1
RNU6-869P;#N/A;16
RNU6-86P;#N/A;18
RNU6-871P;#N/A;14
RNU6-873P;#N/A;18
RNU6-874P;#N/A;18
RNU6-875P;#N/A;17
RNU6-876P;#N/A;16
RNU6-877P;#N/A;15.1
RNU6-878P;#N/A;15.2
RNU6-879P;#N/A;13
RNU6-87P;#N/A;17
RNU6-880P;#N/A;15.1
RNU6-881P;#N/A;14
RNU6-882P;#N/A;16
RNU6-883P;#N/A;15.2
RNU6-884P;#N/A;15.1
RNU6-885P;#N/A;15.1
RNU6-886P;#N/A;17
RNU6-887P;#N/A;17
RNU6-888P;#N/A;15.1
RNU6-889P;#N/A;15.2
RNU6-88P;#N/A;15.1
RNU6-890P;#N/A;17
RNU6-891P;#N/A;14
RNU6-892P;#N/A;16
RNU6-893P;#N/A;16
RNU6-894P;#N/A;15.1
RNU6-895P;#N/A;14
RNU6-896P;#N/A;16
RNU6-897P;#N/A;17
RNU6-898P;#N/A;15.2
RNU6-899P;#N/A;15.2
RNU6-89P;#N/A;14
RNU6-9;#N/A;14
RNU6-900P;#N/A;15.2
RNU6-901P;#N/A;15.1
RNU6-902P;#N/A;15.1
RNU6-903P;#N/A;14
RNU6-904P;#N/A;15.1
RNU6-905P;#N/A;16
RNU6-906P;#N/A;16
RNU6-907P;#N/A;15.1
RNU6-908P;#N/A;13
RNU6-909P;#N/A;16
RNU6-90P;#N/A;15.1
RNU6-910P;#N/A;15.1
RNU6-911P;#N/A;15.1
RNU6-912P;#N/A;15.1
RNU6-913P;#N/A;16
RNU6-914P;#N/A;16
RNU6-915P;#N/A;14
RNU6-916P;#N/A;17
RNU6-917P;#N/A;18
RNU6-918P;#N/A;16
RNU6-919P;#N/A;16
RNU6-91P;#N/A;14
RNU6-920P;#N/A;14
RNU6-921P;#N/A;17
RNU6-922P;#N/A;15.2
RNU6-923P;#N/A;16
RNU6-924P;#N/A;15.1
RNU6-925P;#N/A;14
RNU6-926P;#N/A;16
RNU6-927P;#N/A;16
RNU6-928P;#N/A;17
RNU6-929P;#N/A;15.2
RNU6-92P;#N/A;15.2
RNU6-930P;#N/A;15.1
RNU6-931P;#N/A;17
RNU6-932P;#N/A;16
RNU6-933P;#N/A;16
RNU6-934P;#N/A;15.1
RNU6-935P;#N/A;15.1
RNU6-936P;#N/A;15.1
RNU6-937P;#N/A;15.1
RNU6-938P;#N/A;17
RNU6-939P;#N/A;16
RNU6-940P;#N/A;17
RNU6-941P;#N/A;15.2
RNU6-942P;#N/A;15.1
RNU6-943P;#N/A;14
RNU6-944P;#N/A;15.2
RNU6-945P;#N/A;13
RNU6-946P;#N/A;16
RNU6-947P;#N/A;14
RNU6-948P;#N/A;16
RNU6-949P;#N/A;15.2
RNU6-94P;#N/A;15.1
RNU6-950P;#N/A;16
RNU6-951P;#N/A;15.1
RNU6-952P;#N/A;14
RNU6-953P;#N/A;15.1
RNU6-954P;#N/A;17
RNU6-955P;#N/A;16
RNU6-956P;#N/A;15.1
RNU6-957P;#N/A;15.1
RNU6-958P;#N/A;16
RNU6-959P;#N/A;15.1
RNU6-95P;#N/A;11
RNU6-960P;#N/A;12
RNU6-961P;#N/A;16
RNU6-964P;#N/A;17
RNU6-965P;#N/A;14
RNU6-966P;#N/A;16
RNU6-967P;#N/A;15.2
RNU6-968P;#N/A;16
RNU6-969P;#N/A;15.1
RNU6-970P;#N/A;17
RNU6-971P;#N/A;15.1
RNU6-972P;#N/A;15.2
RNU6-973P;#N/A;17
RNU6-974P;#N/A;15.2
RNU6-975P;#N/A;14
RNU6-976P;#N/A;14
RNU6-977P;#N/A;15.2
RNU6-978P;#N/A;15.1
RNU6-979P;#N/A;15.1
RNU6-97P;#N/A;16
RNU6-980P;#N/A;15.2
RNU6-982P;#N/A;15.2
RNU6-983P;#N/A;15.2
RNU6-984P;#N/A;17
RNU6-985P;#N/A;17
RNU6-986P;#N/A;16
RNU6-987P;#N/A;17
RNU6-988P;#N/A;17
RNU6-989P;#N/A;15.2
RNU6-98P;#N/A;12
RNU6-990P;#N/A;16
RNU6-991P;#N/A;15.2
RNU6-992P;#N/A;17
RNU6-993P;#N/A;15.1
RNU6-994P;#N/A;14
RNU6-995P;#N/A;15.1
RNU6-996P;#N/A;17
RNU6-997P;#N/A;16
RNU6-998P;#N/A;15.1
RNU6-999P;#N/A;15.2
RNU6-99P;#N/A;16
RNU6ATAC;#N/A;12
RNU6ATAC10P;#N/A;13
RNU6ATAC11P;#N/A;12
RNU6ATAC12P;#N/A;15.1
RNU6ATAC13P;#N/A;16
RNU6ATAC14P;#N/A;15.1
RNU6ATAC15P;#N/A;15.1
RNU6ATAC16P;#N/A;15.1
RNU6ATAC17P;#N/A;15.1
RNU6ATAC18P;#N/A;11
RNU6ATAC19P;#N/A;15.1
RNU6ATAC20P;#N/A;12
RNU6ATAC21P;#N/A;11
RNU6ATAC22P;#N/A;16
RNU6ATAC23P;#N/A;12
RNU6ATAC24P;#N/A;14
RNU6ATAC25P;#N/A;15.1
RNU6ATAC26P;#N/A;14
RNU6ATAC27P;#N/A;15.1
RNU6ATAC28P;#N/A;14
RNU6ATAC29P;#N/A;11
RNU6ATAC2P;#N/A;13
RNU6ATAC30P;#N/A;11
RNU6ATAC31P;#N/A;13
RNU6ATAC32P;#N/A;14
RNU6ATAC33P;#N/A;14
RNU6ATAC34P;#N/A;14
RNU6ATAC35P;#N/A;12
RNU6ATAC36P;#N/A;13
RNU6ATAC37P;#N/A;15.1
RNU6ATAC38P;#N/A;14
RNU6ATAC39P;#N/A;13
RNU6ATAC3P;#N/A;14
RNU6ATAC40P;#N/A;13
RNU6ATAC41P;#N/A;12
RNU6ATAC42P;#N/A;15.1
RNU6ATAC4P;#N/A;11
RNU6ATAC5P;#N/A;14
RNU6ATAC6P;#N/A;12
RNU6ATAC7P;#N/A;14
RNU6ATAC8P;#N/A;14
RNU6ATAC9P;#N/A;15.1
RNU6V;#N/A;15.2
RNU7-1;#N/A;15.1
RNU7-102P;#N/A;16
RNU7-103P;#N/A;17
RNU7-104P;#N/A;14
RNU7-105P;#N/A;15.1
RNU7-106P;#N/A;19.2
RNU7-107P;#N/A;14
RNU7-10P;#N/A;16
RNU7-110P;#N/A;16
RNU7-111P;#N/A;16
RNU7-113P;#N/A;16
RNU7-115P;#N/A;14
RNU7-116P;#N/A;18
RNU7-119P;#N/A;18
RNU7-11P;#N/A;19.2
RNU7-120P;#N/A;14
RNU7-121P;#N/A;16
RNU7-123P;#N/A;15.1
RNU7-124P;#N/A;16
RNU7-125P;#N/A;14
RNU7-126P;#N/A;19.2
RNU7-127P;#N/A;16
RNU7-128P;#N/A;19.2
RNU7-129P;#N/A;19.1
RNU7-12P;#N/A;12
RNU7-130P;#N/A;16
RNU7-133P;#N/A;18
RNU7-134P;#N/A;18
RNU7-136P;#N/A;18
RNU7-137P;#N/A;18
RNU7-138P;#N/A;14
RNU7-13P;#N/A;19.2
RNU7-140P;#N/A;18
RNU7-141P;#N/A;16
RNU7-143P;#N/A;12
RNU7-144P;#N/A;18
RNU7-147P;#N/A;19.2
RNU7-148P;#N/A;15.1
RNU7-149P;#N/A;18
RNU7-14P;#N/A;19.2
RNU7-151P;#N/A;12
RNU7-152P;#N/A;16
RNU7-153P;#N/A;19.1
RNU7-154P;#N/A;18
RNU7-155P;#N/A;19.2
RNU7-156P;#N/A;16
RNU7-157P;#N/A;18
RNU7-159P;#N/A;15.1
RNU7-160P;#N/A;18
RNU7-161P;#N/A;19.2
RNU7-164P;#N/A;18
RNU7-165P;#N/A;16
RNU7-167P;#N/A;14
RNU7-169P;#N/A;16
RNU7-170P;#N/A;18
RNU7-171P;#N/A;18
RNU7-172P;#N/A;17
RNU7-173P;#N/A;18
RNU7-174P;#N/A;12
RNU7-175P;#N/A;16
RNU7-176P;#N/A;18
RNU7-179P;#N/A;12
RNU7-180P;#N/A;12
RNU7-181P;#N/A;12
RNU7-182P;#N/A;18
RNU7-183P;#N/A;16
RNU7-185P;#N/A;19.2
RNU7-186P;#N/A;19.2
RNU7-187P;#N/A;16
RNU7-188P;#N/A;15.1
RNU7-18P;#N/A;19.2
RNU7-190P;#N/A;19.2
RNU7-192P;#N/A;18
RNU7-193P;#N/A;19.2
RNU7-194P;#N/A;17
RNU7-195P;#N/A;18
RNU7-196P;#N/A;19.2
RNU7-197P;#N/A;17
RNU7-19P;#N/A;14
RNU7-200P;#N/A;16
RNU7-20P;#N/A;19.2
RNU7-21P;#N/A;19.2
RNU7-22P;#N/A;19.2
RNU7-23P;#N/A;19.2
RNU7-24P;#N/A;16
RNU7-25P;#N/A;19.2
RNU7-26P;#N/A;19.2
RNU7-27P;#N/A;19.2
RNU7-28P;#N/A;19.2
RNU7-29P;#N/A;18
RNU7-2P;#N/A;15.1
RNU7-30P;#N/A;18
RNU7-34P;#N/A;14
RNU7-35P;#N/A;14
RNU7-37P;#N/A;19.2
RNU7-38P;#N/A;19.2
RNU7-3P;#N/A;19.2
RNU7-40P;#N/A;19.2
RNU7-41P;#N/A;18
RNU7-43P;#N/A;19.2
RNU7-45P;#N/A;19.2
RNU7-46P;#N/A;19.2
RNU7-47P;#N/A;19.2
RNU7-48P;#N/A;19.1
RNU7-49P;#N/A;19.2
RNU7-4P;#N/A;19.2
RNU7-50P;#N/A;17
RNU7-51P;#N/A;16
RNU7-52P;#N/A;14
RNU7-53P;#N/A;16
RNU7-54P;#N/A;17
RNU7-55P;#N/A;18
RNU7-56P;#N/A;18
RNU7-57P;#N/A;18
RNU7-59P;#N/A;19.2
RNU7-60P;#N/A;18
RNU7-61P;#N/A;19.2
RNU7-62P;#N/A;14
RNU7-63P;#N/A;16
RNU7-65P;#N/A;18
RNU7-66P;#N/A;14
RNU7-67P;#N/A;18
RNU7-69P;#N/A;16
RNU7-6P;#N/A;19.2
RNU7-70P;#N/A;15.1
RNU7-71P;#N/A;18
RNU7-73P;#N/A;14
RNU7-74P;#N/A;19.2
RNU7-75P;#N/A;19.2
RNU7-77P;#N/A;19.2
RNU7-79P;#N/A;17
RNU7-7P;#N/A;19.2
RNU7-80P;#N/A;18
RNU7-81P;#N/A;17
RNU7-82P;#N/A;16
RNU7-84P;#N/A;18
RNU7-85P;#N/A;19.2
RNU7-87P;#N/A;14
RNU7-88P;#N/A;18
RNU7-8P;#N/A;19.2
RNU7-90P;#N/A;18
RNU7-92P;#N/A;18
RNU7-93P;#N/A;14
RNU7-94P;#N/A;18
RNU7-95P;#N/A;17
RNU7-96P;#N/A;15.1
RNU7-97P;#N/A;16
RNU7-99P;#N/A;19.2
RNU7-9P;#N/A;16
RNVU1-1;#N/A;15.1
RNVU1-14;#N/A;17
RNVU1-15;#N/A;17
RNVU1-17;#N/A;16
RNVU1-18;#N/A;17
RNVU1-2;#N/A;12
RNVU1-3;#N/A;16
RNVU1-4;#N/A;13
RNVU1-6;#N/A;15.1
RNVU1-7;#N/A;17
RNY1;#N/A;18
RNY1P1;#N/A;17
RNY1P10;#N/A;16
RNY1P11;#N/A;19.2
RNY1P12;#N/A;18
RNY1P13;#N/A;18
RNY1P14;#N/A;14
RNY1P15;#N/A;18
RNY1P16;#N/A;17
RNY1P2;#N/A;17
RNY1P3;#N/A;17
RNY1P4;#N/A;16
RNY1P5;#N/A;16
RNY1P6;#N/A;18
RNY1P7;#N/A;17
RNY1P8;#N/A;19.2
RNY1P9;#N/A;15.1
RNY3;#N/A;16
RNY3P1;#N/A;16
RNY3P10;#N/A;19.2
RNY3P11;#N/A;18
RNY3P12;#N/A;15.1
RNY3P13;#N/A;19.2
RNY3P14;#N/A;18
RNY3P15;#N/A;19.2
RNY3P16;#N/A;17
RNY3P2;#N/A;19.2
RNY3P3;#N/A;19.2
RNY3P4;#N/A;19.2
RNY3P5;#N/A;17
RNY3P7;#N/A;18
RNY3P8;#N/A;16
RNY3P9;#N/A;19.2
RNY4;#N/A;17
RNY4P10;#N/A;17
RNY4P13;#N/A;19.2
RNY4P14;#N/A;17
RNY4P16;#N/A;16
RNY4P17;#N/A;19.2
RNY4P18;#N/A;19.2
RNY4P19;#N/A;18
RNY4P20;#N/A;18
RNY4P23;#N/A;18
RNY4P24;#N/A;19.2
RNY4P25;#N/A;16
RNY4P27;#N/A;18
RNY4P28;#N/A;18
RNY4P29;#N/A;18
RNY4P3;#N/A;17
RNY4P30;#N/A;18
RNY4P34;#N/A;19.2
RNY4P36;#N/A;18
RNY4P37;#N/A;19.2
RNY4P6;#N/A;18
RNY4P7;#N/A;18
RNY4P9;#N/A;18
RPL13AP20;#N/A;12
RPL13AP3;#N/A;9
RPL13P12;#N/A;10
RPL23AP12;#N/A;2
RPL37AP8;3;3
RPL39P5;3;3
RPL5P34;#N/A;10
RPL7AP66;#N/A;2
RPL7P47;#N/A;2
RPL7P6;#N/A;12
RPLP0P6;3;3
RPPH1;#N/A;13
RPPH1-2P;#N/A;11
RPPH1-3P;#N/A;14
RPS10P3;#N/A;2
RPS10P5;3;3
RPS26P11;3;3
RPS3AP47;#N/A;2
RPS3AP6;#N/A;2
RPS4XP21;#N/A;3
RPS8P10;#N/A;2
RPSAP12;#N/A;2
RPSAP47;#N/A;2
RPSAP58;#N/A;3
RRN3P1;#N/A;3
RRN3P2;#N/A;3
RRP7BP;#N/A;3
RSL24D1P11;#N/A;10
SAA3P;#N/A;18
SAGE2P;#N/A;13
SCAND2P;#N/A;12
SCARNA1;12;12
SCARNA10;#N/A;12
SCARNA11;#N/A;12
SCARNA12;#N/A;15.2
SCARNA13;#N/A;12
SCARNA14;#N/A;12
SCARNA15;#N/A;12
SCARNA16;#N/A;12
SCARNA17;#N/A;15.1
SCARNA18;#N/A;12
SCARNA18B;#N/A;12
SCARNA2;#N/A;12
SCARNA20;#N/A;14
SCARNA21;#N/A;15.2
SCARNA21B;#N/A;15.2
SCARNA22;#N/A;14
SCARNA23;#N/A;13
SCARNA3;#N/A;14
SCARNA4;#N/A;13
SCARNA5;#N/A;12
SCARNA6;#N/A;12
SCARNA7;#N/A;14
SCARNA8;12;12
SDR16C6P;#N/A;18
SEC11B;#N/A;3
SEC1P;#N/A;18
SERHL;7;7
SERPINA13P;#N/A;7
SERPINA2;12;12
SETD8P1;#N/A;12
SETP14;#N/A;2
SGMS1-AS1;18;18
SIGLEC16;#N/A;13
SIRPB3P;#N/A;18
SLC22A18AS;19.2;19.2
SLC22A20P;18;18
SLC44A4;7;7
SLC6A21P;#N/A;18
SLC7A15P;#N/A;18
SLC7A5P1;#N/A;3
SLC7A5P2;#N/A;8
SLC9B1P1;7;7
SLX1A-SULT1A3;#N/A;7
SMBD1P;#N/A;18
SMIM10L1;17;17
SMIM11P1;17;17
SMIM25;19.2;19.2
SMPD5;17;17
SNHG1;#N/A;12
SNHG10;#N/A;18
SNHG11;#N/A;18
SNHG15;#N/A;15.1
SNHG20;#N/A;18
SNHG25;#N/A;15.1
SNHG28;#N/A;14
SNHG6;#N/A;18
SNHG7;#N/A;18
SNHG8;#N/A;14
SNHG9;#N/A;15.1
SNORA1;#N/A;12
SNORA10;#N/A;14
SNORA108;#N/A;14
SNORA10B;#N/A;14
SNORA11;#N/A;18
SNORA11B;#N/A;17
SNORA11C;#N/A;17
SNORA11D;#N/A;17
SNORA11E;#N/A;17
SNORA11F;#N/A;17
SNORA12;#N/A;14
SNORA13;#N/A;12
SNORA14A;#N/A;12
SNORA14B;#N/A;12
SNORA15;#N/A;14
SNORA15B-1;#N/A;14
SNORA15B-2;#N/A;14
SNORA16A;#N/A;12
SNORA16B;#N/A;12
SNORA17A;#N/A;14
SNORA17B;#N/A;12
SNORA18;#N/A;12
SNORA19;#N/A;12
SNORA1B;#N/A;12
SNORA20;#N/A;14
SNORA20B;#N/A;14
SNORA21;#N/A;12
SNORA21B;#N/A;14
SNORA22;#N/A;14
SNORA22B;#N/A;14
SNORA22C;#N/A;14
SNORA23;#N/A;12
SNORA24;#N/A;14
SNORA24B;#N/A;14
SNORA25;#N/A;14
SNORA25B;#N/A;14
SNORA26;#N/A;12
SNORA27;#N/A;12
SNORA28;#N/A;14
SNORA29;#N/A;12
SNORA2A;#N/A;12
SNORA2B;#N/A;12
SNORA2C;#N/A;12
SNORA30;#N/A;12
SNORA30B;#N/A;12
SNORA31;#N/A;13
SNORA32;#N/A;15.1
SNORA33;#N/A;14
SNORA35;#N/A;12
SNORA35B;#N/A;12
SNORA36A;#N/A;12
SNORA36B;#N/A;12
SNORA36C;#N/A;12
SNORA37;#N/A;12
SNORA38;#N/A;12
SNORA38B;#N/A;12
SNORA3A;#N/A;16
SNORA3B;#N/A;12
SNORA3C;#N/A;12
SNORA4;#N/A;14
SNORA40;#N/A;14
SNORA40B;#N/A;14
SNORA40C;#N/A;14
SNORA41;#N/A;14
SNORA41B;#N/A;14
SNORA44;#N/A;13
SNORA46;#N/A;14
SNORA47;#N/A;12
SNORA48;#N/A;15.1
SNORA48B;#N/A;15.1
SNORA49;#N/A;15.1
SNORA50A;#N/A;12
SNORA50B;#N/A;14
SNORA50C;#N/A;14
SNORA50D;#N/A;12
SNORA51;#N/A;14
SNORA52;#N/A;14
SNORA53;#N/A;12
SNORA54;#N/A;12
SNORA55;#N/A;12
SNORA56;#N/A;12
SNORA57;#N/A;12
SNORA58;#N/A;15.1
SNORA58B;#N/A;14
SNORA59A;#N/A;15.1
SNORA5A;#N/A;12
SNORA5B;#N/A;12
SNORA5C;#N/A;12
SNORA6;#N/A;12
SNORA60;#N/A;12
SNORA61;#N/A;13
SNORA62;#N/A;15.1
SNORA63;#N/A;11
SNORA63C;#N/A;11
SNORA63D;#N/A;11
SNORA64;#N/A;14
SNORA65;#N/A;12
SNORA66;#N/A;14
SNORA67;#N/A;15.1
SNORA68;#N/A;12
SNORA68B;#N/A;12
SNORA69;#N/A;12
SNORA70;#N/A;12
SNORA70B;#N/A;12
SNORA70C;#N/A;12
SNORA70D;#N/A;12
SNORA70E;#N/A;12
SNORA70F;#N/A;12
SNORA70G;#N/A;12
SNORA70H;#N/A;12
SNORA70I;#N/A;12
SNORA70J;#N/A;12
SNORA71A;#N/A;15.1
SNORA71B;#N/A;12
SNORA71C;#N/A;12
SNORA71D;#N/A;12
SNORA71E;#N/A;17
SNORA72;#N/A;14
SNORA73A;#N/A;13
SNORA73B;#N/A;14
SNORA74A;#N/A;12
SNORA74B;#N/A;12
SNORA74C-1;#N/A;13
SNORA74C-2;#N/A;12
SNORA74D;#N/A;14
SNORA75;#N/A;12
SNORA75B;#N/A;12
SNORA77;#N/A;12
SNORA77B;#N/A;12
SNORA78;#N/A;12
SNORA79;#N/A;12
SNORA79B;#N/A;12
SNORA7A;#N/A;13
SNORA7B;#N/A;13
SNORA8;#N/A;14
SNORA80A;#N/A;12
SNORA80B;#N/A;12
SNORA80C;#N/A;12
SNORA80D;#N/A;12
SNORA80E;#N/A;12
SNORA81;#N/A;13
SNORA84;#N/A;12
SNORA9;#N/A;12
SNORA9B;#N/A;12
SNORD10;#N/A;12
SNORD100;#N/A;12
SNORD101;#N/A;12
SNORD102;#N/A;14
SNORD104;#N/A;14
SNORD105;#N/A;17
SNORD105B;#N/A;14
SNORD107;#N/A;17
SNORD108;#N/A;17
SNORD109A;#N/A;17
SNORD109B;#N/A;17
SNORD11;#N/A;13
SNORD110;#N/A;17
SNORD111;#N/A;12
SNORD111B;#N/A;13
SNORD112;#N/A;17
SNORD113-1;#N/A;17
SNORD113-2;#N/A;17
SNORD113-3;#N/A;17
SNORD113-4;#N/A;17
SNORD113-5;#N/A;17
SNORD113-6;#N/A;17
SNORD113-7;#N/A;17
SNORD113-8;#N/A;17
SNORD113-9;#N/A;17
SNORD114-1;#N/A;18
SNORD114-10;#N/A;18
SNORD114-11;#N/A;17
SNORD114-12;#N/A;17
SNORD114-13;#N/A;17
SNORD114-14;#N/A;17
SNORD114-15;#N/A;17
SNORD114-16;#N/A;17
SNORD114-17;#N/A;17
SNORD114-18;#N/A;17
SNORD114-19;#N/A;17
SNORD114-2;#N/A;17
SNORD114-20;#N/A;18
SNORD114-21;#N/A;18
SNORD114-22;#N/A;18
SNORD114-23;#N/A;17
SNORD114-24;#N/A;18
SNORD114-25;#N/A;18
SNORD114-26;#N/A;18
SNORD114-27;#N/A;17
SNORD114-28;#N/A;18
SNORD114-29;#N/A;18
SNORD114-3;#N/A;18
SNORD114-30;#N/A;17
SNORD114-31;#N/A;17
SNORD114-4;#N/A;17
SNORD114-5;#N/A;17
